measures,8,,,,,
beats,4,,,,,
divisions,2,,,,,
minTempo,1,,,,,
maxTempo,300,,,,,
swing,1,,,,,
12,0,0,0,95,0,50
0,0,0,0,5,5,80
0,84,51,94,5,95,50
15,0,0,0,50,30,80
17,0,0,0,5,5,50
19,0,0,0,20,5,80
22,0,0,0,5,90,50
19,0,0,0,20,30,80
15,0,0,0,70,0,50
0,0,0,0,5,5,80
0,51,67,73,5,95,50
15,0,0,0,50,30,80
17,0,0,0,5,5,50
15,0,0,0,20,5,80
12,70,74,77,5,90,50
10,82,74,89,20,30,80
12,0,0,0,95,0,50
0,0,0,0,5,5,80
0,84,51,70,5,95,50
15,0,0,0,50,30,80
17,0,0,0,5,5,50
19,0,0,0,20,5,80
22,0,0,0,5,90,50
19,0,0,0,20,30,80
22,0,0,0,70,0,50
0,0,0,0,5,5,80
0,94,86,77,5,95,50
19,0,0,0,50,30,80
24,0,0,0,5,5,50
22,0,0,0,20,5,80
18,90,94,61,5,90,50
17,65,93,84,20,30,80
12,0,0,0,95,0,50
0,0,0,0,5,5,80
0,60,63,82,5,95,50
12,0,0,0,50,30,80
24,0,0,0,5,5,50
12,0,0,0,20,5,80
18,0,0,0,5,90,50
17,0,0,0,20,30,80
15,0,0,0,70,0,50
0,0,0,0,5,5,80
0,75,67,61,5,95,50
15,0,0,0,50,30,80
17,0,0,0,5,5,50
19,0,0,0,20,5,80
22,58,62,65,5,90,50
19,58,74,77,20,30,80
24,0,0,0,95,0,50
12,0,0,0,5,5,80
0,48,51,70,5,95,50
12,0,0,0,50,30,80
15,0,0,0,5,5,50
17,0,0,0,20,5,80
18,0,0,0,5,90,50
19,0,0,0,20,30,80
22,0,0,0,70,0,50
0,0,0,0,5,5,80
0,94,86,65,5,95,50
19,0,0,0,50,30,80
22,72,63,58,5,5,50
24,0,0,0,20,5,80
26,60,63,94,5,90,50
24,0,0,0,20,30,80
